namn,lat,lon,elev,synlig_inom,scale,rotation
ANKAR,56.8790818,14.8015807,105.00
# KALAS-raden (publika ingangen index.html): stapunkt + riktning mot clownen.
#   Geometri (clownen MONTERAD 2026-06-05):
#     clown    = 1 m rakt syd om ANKAR  -> 56.8790728, 14.8015807
#     stapunkt = telefonen 1 m fran clownen (clownen fyller rutan da)
#                = 2 m rakt syd om ANKAR -> 56.8790638
#     bearing  = 0.0 (anvandaren tittar rakt norrut mot clownen)
#   Justering: varje meter syd = -0.0000090 pa lat.
KALAS,56.8790638,14.8015807,105.00,0.0
#SPARR_1, 56.8789476, 14.8016552, 56.8789553, 14.8014751
#SPARR_2, 56.8790002, 14.8016609, 56.8790490, 14.8014922
#SPARR_3, 56.8790956, 14.8016752, 56.8791029, 14.8015004
#SPARR_4, 56.8792178, 14.8016934, 56.8792252, 14.8015190

#SPARR_1, 56.8790838, 14.8014922, 56.8790778, 14.8016510
#SPARR_2, 56.8790379, 14.8015300, 56.879061, 14.8016058

# Pyramidmarkör (Metod B, styv, platt på pyramidtoppen vid ANKAR/Tarta_3):
#   bearing 5.70 = utskriftens OVERKANT pekar mot gatans norrriktning vid montering.
#     (Hamnar allt 180 grader fel: byt till 185.70)
#   elev 107.00 = mark 105.00 + pyramidhojd 2.00 m
#   0.29 = utskriftsbredd i meter (A3). Verifiera efter utskrift:
#     mat svarta ArUco-kvadraten och multiplicera med 1.714
Prick_79.glb,56.8792461,14.8016319,105.00,30,1
Prick_80.glb,56.8792545,14.8016356,105.00,30,1
Prick_81.glb,56.8792622,14.8016312,105.00,30,1
Prick_82.glb,56.8792666,14.801626,105.00,30,1
Prick_83.glb,56.8792714,14.8016176,105.00,30,1
Prick_84.glb,56.8792763,14.8016072,105.00,30,1
Prick_85.glb,56.8792807,14.8015974,105.00,30,1
Prick_86.glb,56.879288,14.8015897,105.00,30,1
Prick_87.glb,56.879294,14.8015905,105.00,30,1
Prick_88.glb,56.8792998,14.8015942,105.00,30,1
Prick_89.glb,56.8793039,14.8016,105.00,30,1
Prick_90.glb,56.8793073,14.8016061,105.00,30,1
Prick_91.glb,56.8793113,14.8016145,105.00,30,1
Prick_92.glb,56.8793171,14.8016251,105.00,30,1
Prick_93.glb,56.8793229,14.8016357,105.00,30,1
Prick_94.glb,56.8793295,14.8016437,105.00,30,1
Prick_95.glb,56.8793344,14.8016465,105.00,30,1
Prick_96.glb,56.879341,14.8016466,105.00,30,1
Prick_97.glb,56.8793485,14.8016411,105.00,30,1
Prick_98.glb,56.8793552,14.8016347,105.00,30,1
Prick_99.glb,56.879362,14.8016305,105.00,30,1
Prick_100.glb,56.8793676,14.8016286,105.00,30,1
Prick_101.glb,56.8793754,14.8016292,105.00,30,1
Prick_102.glb,56.8793742,14.8016513,105.00,30,1
Prick_103.glb,56.8793671,14.80165,105.00,30,1
Prick_104.glb,56.8793608,14.8016451,105.00,30,1
Prick_105.glb,56.8793479,14.8016275,105.00,30,1
Prick_106.glb,56.8793415,14.8016234,105.00,30,1
Prick_107.glb,56.8793358,14.8016215,105.00,30,1
Prick_108.glb,56.87933,14.801622,105.00,30,1
Prick_109.glb,56.8793247,14.8016229,105.00,30,1
Prick_110.glb,56.8793099,14.8016252,105.00,30,1
Prick_111.glb,56.8793031,14.8016255,105.00,30,1
Prick_112.glb,56.8792955,14.8016268,105.00,30,1
Prick_113.glb,56.8792884,14.8016255,105.00,30,1
Prick_114.glb,56.8792828,14.8016236,105.00,30,1
Prick_115.glb,56.8792768,14.8016215,105.00,30,1
Prick_116.glb,56.8792655,14.8016147,105.00,30,1
Prick_117.glb,56.8792604,14.8016117,105.00,30,1
Prick_118.glb,56.8792554,14.8016097,105.00,30,1
Prick_119.glb,56.8792488,14.8016089,105.00,30,1
Prick_120.glb,56.8792416,14.8016101,105.00,30,1
Prick_121.glb,56.8792253,14.8016166,105.00,30,1
Prick_122.glb,56.8792178,14.8016149,105.00,30,1
Prick_123.glb,56.8792122,14.8016151,105.00,30,1
Prick_124.glb,56.8792052,14.8016116,105.00,30,1
Prick_125.glb,56.8791988,14.8016031,105.00,30,1
Prick_126.glb,56.8791862,14.8015857,105.00,30,1
Prick_127.glb,56.8791812,14.801581,105.00,30,1
Prick_128.glb,56.8791758,14.8015768,105.00,30,1
Prick_129.glb,56.8791683,14.8015754,105.00,30,1
Prick_130.glb,56.8791634,14.8015829,105.00,30,1
Prick_131.glb,56.8791144,14.8016272,105.00,30,1
Prick_132.glb,56.8791101,14.8016353,105.00,30,1
Prick_133.glb,56.8791043,14.8016405,105.00,30,1
Prick_134.glb,56.8790964,14.8016443,105.00,30,1
Prick_135.glb,56.8790888,14.8016453,105.00,30,1
Prick_136.glb,56.8790827,14.8016443,105.00,30,1
Prick_137.glb,56.8790758,14.8016438,105.00,30,1
Prick_138.glb,56.8790683,14.8016426,105.00,30,1
Prick_139.glb,56.8790619,14.8016405,105.00,30,1
Prick_140.glb,56.8790569,14.8016389,105.00,30,1
Prick_141.glb,56.8790521,14.8016378,105.00,30,1
Prick_142.glb,56.8790452,14.8016346,105.00,30,1
Prick_143.glb,56.8790386,14.8016314,105.00,30,1
Prick_144.glb,56.8790329,14.8016278,105.00,30,1
Prick_145.glb,56.8790263,14.8016242,105.00,30,1
Prick_146.glb,56.8790192,14.8016203,105.00,30,1
Prick_147.glb,56.8790129,14.8016158,105.00,30,1
Prick_148.glb,56.8790085,14.8016126,105.00,30,1
Prick_149.glb,56.8790042,14.8016086,105.00,30,1
Prick_150.glb,56.8789995,14.8016047,105.00,30,1
Prick_151.glb,56.8789927,14.8015991,105.00,30,1
Prick_152.glb,56.8789865,14.8015954,105.00,30,1
Prick_153.glb,56.8789813,14.8015926,105.00,30,1
Prick_154.glb,56.8789762,14.8015895,105.00,30,1
Prick_155.glb,56.878971,14.8015868,105.00,30,1
Prick_156.glb,56.8789661,14.8015836,105.00,30,1
Prick_157.glb,56.8789596,14.8015808,105.00,30,1
Prick_158.glb,56.8789519,14.8015745,105.00,30,1
Prick_159.glb,56.878945,14.8015706,105.00,30,1
Prick_160.glb,56.8789382,14.8015686,105.00,30,1
Prick_161.glb,56.8789308,14.8015666,105.00,30,1
Prick_162.glb,56.8789156,14.801558,105.00,30,1
Prick_163.glb,56.8789077,14.8015574,105.00,30,1
Prick_164.glb,56.8789018,14.8015562,105.00,30,1
Prick_165.glb,56.8788956,14.8015552,105.00,30,1
Prick_166.glb,56.8788894,14.8015572,105.00,30,1
Prick_167.glb,56.788818,14.8015606,105.00,30,1
Prick_168.glb,56.8788763,14.8015635,105.00,30,1
Prick_169.glb,56.8788619,14.8015707,105.00,30,1
Prick_170.glb,56.8788567,14.8015739,105.00,30,1
Prick_171.glb,56.8788507,14.8015747,105.00,30,1
Prick_172.glb,56.8788445,14.8015724,105.00,30,1
Prick_173.glb,56.8788385,14.8015684,105.00,30,1
Prick_174.glb,56.8788318,14.8015612,105.00,30,1
Prick_175.glb,56.8788264,14.8015531,105.00,30,1
Prick_176.glb,56.8788172,14.8015393,105.00,30,1
Prick_177.glb,56.8788121,14.8015348,105.00,30,1
Prick_178.glb,56.8788049,14.8015298,105.00,30,1
Konfetti.glb,56.8790834,14.8015442,111.00,30,1.25
Konfetti.glb,56.8790811,14.8016018,111.00,30,1.25
Konfetti.glb,56.8793620,14.8016305,111.00,30,1.25
Konfetti.glb,56.8788402,14.8015471,111.00,30,1.25
GlassGUL.glb,56.8788563,14.8015928,105.00,30,1
GlassVIT.glb,56.8788627,14.8015133,105.00,30,1
GlassROSA.glb,56.8788985,14.8015329,105.00,30,1
GlassGUL.glb,56.8789365,14.8015388,105.00,30,1
GlassVIT.glb,56.8789515,14.8015497,105.00,30,1
GlassROSA.glb,56.8789591,14.8016021,105.00,30,1
GlassGUL.glb,56.8789771,14.8016246,105.00,30,1
GlassVIT.glb,56.8789808,14.8015371,105.00,30,1
GlassROSA.glb,56.8790283,14.8016098,105.00,30,1
GlassGUL.glb,56.8790578,14.8015200,105.00,30,1
GlassVIT.glb,56.87991078,14.8015331,105.00,30,1
GlassROSA.glb,56.8791201,14.8016426,105.00,30,1
GlassGUL.glb,56.8791392,14.8015540,105.00,30,1
GlassVIT.glb,56.8791677,14.8016384,105.00,30,1
GlassROSA.glb,56.8791829,14.8016555,105.00,30,1
GlassGUL.glb,56.8792056,14.8015420,105.00,30,1
GlassROSA.glb,56.8792288,14.8015731,105.00,30,1
GlassVIT.glb,56.8792601,14.8016595,105.00,30,1
GlassGUL.glb,56.8792932,14.8016506,105.00,30,1
GlassVIT.glb,56.8793628,14.8015966,105.00,30,1
GlassROSA.glb,56.8793737,14.8016755,105.00,30,1
STOPP.glb,56.8789756,14.8016388,105.00,30,1,258
STOPP.glb,56.8790377,14.8016484,105.00,30,1,258
STOPP.glb,56.8790818,14.8016549,105.00,30,1,258
STOPP.glb,56.8791195,14.8016594,105.00,30,1,258
STOPP.glb,56.8789888,14.8014956,105.00,30,1,78
STOPP.glb,56.8790467,14.8015055,105.00,30,1,78
STOPP.glb,56.8790802,14.8015095,105.00,30,1,78
STOPP.glb,56.8791308,14.8015203,105.00,30,1,78
